application_id,application_date,agent_id,location_id,product_id,requested_amount_egp,decision,is_disbursed,disbursed_amount_egp
APP0000049,2026-01-23,AG0002,LOC001,P3,38100.0,Rejected,0,0.0
APP0000050,2026-01-25,AG0002,LOC001,P3,58200.0,Rejected,0,0.0
APP0000051,2026-01-27,AG0002,LOC001,P3,56700.0,Rejected,0,0.0
APP0000052,2026-01-28,AG0002,LOC001,P3,56700.0,Approved,1,45500.0
APP0000053,2026-01-30,AG0002,LOC001,P2,36400.0,Rejected,0,0.0
APP0000054,2026-01-31,AG0002,LOC001,P2,31600.0,Rejected,0,0.0
APP0000055,2026-01-31,AG0002,LOC001,P3,42000.0,Approved,1,32400.0
APP0000056,2026-01-31,AG0002,LOC001,P3,41100.0,Approved,1,31100.0
APP0000057,2026-01-31,AG0002,LOC001,P2,31600.0,Approved,1,25200.0
APP0000058,2026-01-31,AG0002,LOC001,P3,51900.0,Approved,1,48100.0
APP0000059,2026-02-01,AG0002,LOC001,P3,56100.0,Rejected,0,0.0
APP0000060,2026-02-01,AG0002,LOC001,P3,59900.0,Rejected,0,0.0
APP0000061,2026-02-01,AG0002,LOC001,P3,59200.0,Approved,1,43100.0
APP0000062,2026-02-02,AG0002,LOC001,P3,40800.0,Rejected,0,0.0
APP0000063,2026-02-02,AG0002,LOC001,P1,29400.0,Rejected,0,0.0
APP0000064,2026-02-05,AG0002,LOC001,P3,48200.0,Approved,1,46500.0
APP0000065,2026-02-07,AG0002,LOC001,P3,46100.0,Approved,1,37100.0
APP0000066,2026-02-07,AG0002,LOC001,P3,37500.0,Approved,1,29100.0
APP0000067,2026-02-08,AG0002,LOC001,P3,43500.0,Rejected,0,0.0
APP0000068,2026-02-08,AG0002,LOC001,P2,82400.0,Approved,1,59100.0
APP0000069,2026-02-08,AG0002,LOC001,P3,32400.0,Rejected,0,0.0
APP0000070,2026-02-08,AG0002,LOC001,P3,39600.0,Approved,1,35600.0
APP0000071,2026-02-10,AG0002,LOC001,P3,57000.0,Approved,1,41700.0
APP0000072,2026-02-10,AG0002,LOC001,P3,71000.0,Approved,1,51600.0
APP0000073,2026-02-12,AG0002,LOC001,P3,50600.0,Approved,1,36400.0
APP0000074,2026-02-12,AG0002,LOC001,P3,55600.0,Rejected,0,0.0
APP0000075,2026-02-12,AG0002,LOC001,P2,67200.0,Rejected,0,0.0
APP0000076,2026-02-14,AG0002,LOC001,P3,58000.0,Approved,1,45000.0
APP0000077,2026-02-14,AG0002,LOC001,P3,47800.0,Approved,1,42500.0
APP0000078,2026-02-14,AG0002,LOC001,P3,41700.0,Approved,1,38800.0
APP0000079,2026-02-15,AG0002,LOC001,P4,22600.0,Rejected,0,0.0
APP0000080,2026-02-16,AG0002,LOC001,P3,59300.0,Rejected,0,0.0
APP0000081,2026-02-17,AG0002,LOC001,P3,45200.0,Rejected,0,0.0
APP0000082,2026-02-18,AG0002,LOC001,P3,30600.0,Approved,1,23400.0
APP0000083,2026-02-18,AG0002,LOC001,P3,96700.0,Rejected,0,0.0
APP0000084,2026-02-18,AG0002,LOC001,P3,53300.0,Approved,1,48600.0
APP0000085,2026-02-21,AG0002,LOC001,P3,33900.0,Rejected,0,0.0
APP0000086,2026-02-21,AG0002,LOC001,P4,34800.0,Approved,0,0.0
APP0000087,2026-02-24,AG0002,LOC001,P3,50500.0,Approved,1,49000.0
APP0000088,2026-02-24,AG0002,LOC001,P3,19600.0,Approved,1,14800.0
APP0000089,2026-02-24,AG0002,LOC001,P3,53200.0,Approved,1,49400.0
APP0000090,2026-02-25,AG0002,LOC001,P2,44000.0,Approved,1,33600.0
APP0000091,2026-02-25,AG0002,LOC001,P3,87100.0,Approved,1,76100.0
APP0000092,2026-02-26,AG0002,LOC001,P3,57400.0,Approved,1,41400.0
APP0000093,2026-02-26,AG0002,LOC001,P3,52600.0,Approved,1,41400.0
APP0000094,2026-02-27,AG0002,LOC001,P3,34600.0,Approved,0,0.0
APP0000095,2026-02-28,AG0002,LOC001,P3,51200.0,Rejected,0,0.0
APP0000096,2026-03-01,AG0002,LOC001,P4,27400.0,Rejected,0,0.0
APP0000097,2026-03-03,AG0002,LOC001,P3,51900.0,Approved,1,43500.0
APP0000098,2026-03-03,AG0002,LOC001,P3,69900.0,Approved,1,56600.0
APP0000099,2026-03-05,AG0002,LOC001,P3,26100.0,Approved,0,0.0
APP0000100,2026-03-05,AG0002,LOC001,P3,46400.0,Rejected,0,0.0
APP0000101,2026-03-07,AG0002,LOC001,P3,42100.0,Approved,0,0.0
APP0000102,2026-03-08,AG0002,LOC001,P2,54100.0,Approved,1,50700.0
APP0000103,2026-03-09,AG0002,LOC001,P3,78000.0,Rejected,0,0.0
APP0000104,2026-03-09,AG0002,LOC001,P3,31700.0,Approved,1,26800.0
APP0000105,2026-03-09,AG0002,LOC001,P3,75500.0,Approved,1,54400.0
APP0000106,2026-03-10,AG0002,LOC001,P2,30700.0,Approved,1,28200.0
APP0000107,2026-03-12,AG0002,LOC001,P3,57200.0,Rejected,0,0.0
APP0000108,2026-03-12,AG0002,LOC001,P3,25600.0,Rejected,0,0.0
APP0000109,2026-03-12,AG0002,LOC001,P3,66700.0,Rejected,0,0.0
APP0000110,2026-03-13,AG0002,LOC001,P2,35700.0,Approved,1,25500.0
APP0000111,2026-03-14,AG0002,LOC001,P3,38500.0,Rejected,0,0.0
APP0000112,2026-03-15,AG0002,LOC001,P3,39700.0,Rejected,0,0.0
APP0000113,2026-03-15,AG0002,LOC001,P2,26500.0,Approved,1,20300.0
APP0000114,2026-03-15,AG0002,LOC001,P3,27200.0,Rejected,0,0.0
APP0000115,2026-03-16,AG0002,LOC001,P3,23500.0,Approved,1,16800.0
APP0000116,2026-03-16,AG0002,LOC001,P3,46600.0,Approved,1,45800.0
APP0000117,2026-03-17,AG0002,LOC001,P2,45900.0,Rejected,0,0.0
APP0000118,2026-03-18,AG0002,LOC001,P3,31900.0,Approved,0,0.0
APP0000119,2026-03-19,AG0002,LOC001,P2,79600.0,Approved,1,78400.0
APP0000120,2026-03-19,AG0002,LOC001,P3,59900.0,Approved,0,0.0
APP0000121,2026-03-20,AG0002,LOC001,P3,63800.0,Approved,1,46500.0
APP0000122,2026-03-22,AG0002,LOC001,P2,25000.0,Approved,1,21700.0
APP0000123,2026-03-23,AG0002,LOC001,P3,38700.0,Rejected,0,0.0
APP0000124,2026-03-24,AG0002,LOC001,P3,85000.0,Approved,1,69100.0
APP0000125,2026-03-24,AG0002,LOC001,P3,43400.0,Approved,1,36100.0
APP0000126,2026-03-24,AG0002,LOC001,P1,29200.0,Approved,1,23700.0
APP0000127,2026-03-25,AG0002,LOC001,P3,34500.0,Approved,1,30800.0
APP0000128,2026-03-26,AG0002,LOC001,P3,54600.0,Approved,1,38700.0
APP0000129,2026-03-27,AG0002,LOC001,P3,51000.0,Rejected,0,0.0
APP0000130,2026-03-28,AG0002,LOC001,P2,34500.0,Rejected,0,0.0
APP0000131,2026-03-30,AG0002,LOC001,P3,41800.0,Rejected,0,0.0
APP0000132,2026-03-30,AG0002,LOC001,P3,87300.0,Approved,0,0.0
APP0000133,2026-03-30,AG0002,LOC001,P3,65700.0,Approved,1,53900.0
APP0000134,2026-03-31,AG0002,LOC001,P3,55800.0,Rejected,0,0.0
APP0000135,2026-03-31,AG0002,LOC001,P3,53200.0,Approved,1,44500.0
APP0000136,2026-03-31,AG0002,LOC001,P2,31500.0,Approved,1,27900.0
APP0000137,2026-04-02,AG0002,LOC001,P3,21600.0,Approved,1,20500.0
APP0000138,2026-04-02,AG0002,LOC001,P3,51000.0,Rejected,0,0.0
APP0000139,2026-04-02,AG0002,LOC001,P3,71600.0,Approved,1,62400.0
APP0000140,2026-04-04,AG0002,LOC001,P2,53600.0,Rejected,0,0.0
APP0000141,2026-04-04,AG0002,LOC001,P2,31200.0,Approved,1,26200.0
APP0000142,2026-04-06,AG0002,LOC001,P3,43700.0,Approved,1,34400.0
APP0000143,2026-04-07,AG0002,LOC001,P3,64700.0,Approved,1,53000.0
APP0000144,2026-04-07,AG0002,LOC001,P3,48300.0,Approved,1,45500.0
APP0000145,2026-04-07,AG0002,LOC001,P3,42000.0,Approved,1,35300.0
APP0000146,2026-04-07,AG0002,LOC001,P3,60000.0,Approved,1,50500.0
APP0000147,2026-04-07,AG0002,LOC001,P3,35500.0,Approved,1,33600.0
APP0000148,2026-04-07,AG0002,LOC001,P3,80400.0,Approved,1,76900.0
APP0000149,2026-04-09,AG0002,LOC001,P3,75200.0,Rejected,0,0.0
APP0000150,2026-04-11,AG0002,LOC001,P3,68700.0,Approved,1,66000.0
APP0000151,2026-04-11,AG0002,LOC001,P4,20400.0,Approved,1,19300.0
APP0000152,2026-04-12,AG0002,LOC001,P2,22100.0,Approved,1,21200.0
APP0000153,2026-04-12,AG0002,LOC001,P3,33700.0,Approved,1,23700.0
APP0000154,2026-04-12,AG0002,LOC001,P4,17900.0,Approved,1,14400.0
APP0000155,2026-04-13,AG0002,LOC001,P3,38800.0,Approved,1,37600.0
APP0000156,2026-04-15,AG0002,LOC001,P3,38200.0,Approved,1,32800.0
APP0000157,2026-04-16,AG0002,LOC001,P3,41600.0,Approved,1,31700.0
APP0000158,2026-04-16,AG0002,LOC001,P2,33600.0,Approved,0,0.0
APP0000159,2026-04-17,AG0002,LOC001,P3,73400.0,Rejected,0,0.0
APP0000160,2026-04-17,AG0002,LOC001,P3,53500.0,Approved,1,52200.0
APP0000161,2026-04-19,AG0002,LOC001,P3,48400.0,Rejected,0,0.0
APP0000162,2026-04-20,AG0002,LOC001,P3,57600.0,Rejected,0,0.0
APP0000163,2026-04-20,AG0002,LOC001,P3,30200.0,Rejected,0,0.0
APP0000164,2026-04-21,AG0002,LOC001,P2,46000.0,Approved,1,37000.0
APP0000165,2026-04-23,AG0002,LOC001,P3,82400.0,Approved,1,66400.0
APP0000166,2026-04-23,AG0002,LOC001,P2,23000.0,Rejected,0,0.0
APP0000167,2026-04-23,AG0002,LOC001,P3,106400.0,Approved,0,0.0
APP0000168,2026-04-23,AG0002,LOC001,P4,18700.0,Approved,1,17200.0
APP0000169,2026-04-27,AG0002,LOC001,P1,18700.0,Approved,1,18300.0
APP0000170,2026-04-27,AG0002,LOC001,P3,50500.0,Rejected,0,0.0
APP0000171,2026-04-29,AG0002,LOC001,P3,58900.0,Rejected,0,0.0
APP0000172,2026-04-29,AG0002,LOC001,P3,55100.0,Rejected,0,0.0
APP0000173,2026-04-29,AG0002,LOC001,P2,30200.0,Approved,1,21600.0
APP0000174,2026-04-29,AG0002,LOC001,P3,38300.0,Approved,1,29600.0
APP0000175,2026-04-30,AG0002,LOC001,P2,36600.0,Rejected,0,0.0
APP0000176,2026-05-02,AG0002,LOC001,P3,75500.0,Rejected,0,0.0
APP0000177,2026-05-03,AG0002,LOC001,P3,55000.0,Approved,1,40500.0
APP0000178,2026-05-03,AG0002,LOC001,P3,61100.0,Approved,1,43400.0
APP0000179,2026-05-03,AG0002,LOC001,P3,82300.0,Approved,0,0.0
APP0000180,2026-05-06,AG0002,LOC001,P3,45100.0,Approved,1,39000.0
APP0000181,2026-05-07,AG0002,LOC001,P2,35500.0,Rejected,0,0.0
APP0000182,2026-05-11,AG0002,LOC001,P4,24100.0,Rejected,0,0.0
APP0000183,2026-05-11,AG0002,LOC001,P2,34700.0,Rejected,0,0.0
APP0000184,2026-05-11,AG0002,LOC001,P3,46200.0,Rejected,0,0.0
APP0000185,2026-05-11,AG0002,LOC001,P3,66000.0,Approved,1,57400.0
APP0000186,2026-05-12,AG0002,LOC001,P3,59300.0,Approved,1,45900.0
APP0000187,2026-05-13,AG0002,LOC001,P3,78100.0,Approved,1,70500.0
APP0000188,2026-05-15,AG0002,LOC001,P3,131300.0,Rejected,0,0.0
APP0000189,2026-05-16,AG0002,LOC001,P3,46000.0,Rejected,0,0.0
APP0000190,2026-05-17,AG0002,LOC001,P2,16500.0,Approved,1,12700.0
APP0000191,2026-05-18,AG0002,LOC001,P3,50100.0,Approved,1,49500.0
APP0000192,2026-05-19,AG0002,LOC001,P3,47300.0,Rejected,0,0.0
APP0000193,2026-05-20,AG0002,LOC001,P2,31000.0,Approved,1,29100.0
APP0000194,2026-05-21,AG0002,LOC001,P3,46300.0,Approved,1,36300.0
APP0000195,2026-05-22,AG0002,LOC001,P3,39000.0,Approved,1,33200.0
APP0000196,2026-05-23,AG0002,LOC001,P3,61900.0,Approved,1,54700.0
APP0000197,2026-05-23,AG0002,LOC001,P2,25500.0,Rejected,0,0.0
APP0000198,2026-05-23,AG0002,LOC001,P3,61600.0,Approved,1,51900.0
APP0000199,2026-05-23,AG0002,LOC001,P2,28700.0,Approved,1,20900.0
APP0000200,2026-05-23,AG0002,LOC001,P2,46300.0,Approved,1,42800.0
APP0000201,2026-05-25,AG0002,LOC001,P2,28900.0,Rejected,0,0.0
APP0000202,2026-05-25,AG0002,LOC001,P3,48700.0,Rejected,0,0.0
APP0000203,2026-05-26,AG0002,LOC001,P3,29900.0,Approved,1,24500.0
APP0000204,2026-05-27,AG0002,LOC001,P3,48000.0,Rejected,0,0.0
APP0000205,2026-05-27,AG0002,LOC001,P2,20500.0,Approved,1,14700.0
APP0000206,2026-05-28,AG0002,LOC001,P4,19700.0,Approved,0,0.0
APP0000207,2026-05-29,AG0002,LOC001,P3,46900.0,Approved,1,46600.0
APP0000208,2026-05-30,AG0002,LOC001,P3,49300.0,Rejected,0,0.0
APP0000209,2026-05-30,AG0002,LOC001,P2,27400.0,Approved,1,21400.0
APP0000210,2026-05-30,AG0002,LOC001,P3,73000.0,Approved,1,70400.0
APP0000211,2026-05-31,AG0002,LOC001,P3,29500.0,Rejected,0,0.0
APP0000212,2026-06-01,AG0002,LOC001,P4,31800.0,Rejected,0,0.0
APP0000213,2026-06-02,AG0002,LOC001,P3,102800.0,Rejected,0,0.0
APP0000214,2026-06-02,AG0002,LOC001,P3,38800.0,Rejected,0,0.0
APP0000215,2026-06-02,AG0002,LOC001,P2,45200.0,Approved,1,39100.0
APP0000216,2026-06-03,AG0002,LOC001,P2,23800.0,Rejected,0,0.0
APP0000217,2026-06-03,AG0002,LOC001,P3,43500.0,Rejected,0,0.0
APP0000218,2026-06-03,AG0002,LOC001,P3,29300.0,Rejected,0,0.0
APP0000219,2026-06-03,AG0002,LOC001,P2,46900.0,Rejected,0,0.0
APP0000220,2026-06-03,AG0002,LOC001,P4,26200.0,Approved,1,23500.0
APP0000221,2026-06-03,AG0002,LOC001,P2,49700.0,Approved,1,44800.0
APP0000222,2026-06-04,AG0002,LOC001,P2,38400.0,Approved,1,29100.0
APP0000223,2026-06-06,AG0002,LOC001,P3,30200.0,Approved,1,22000.0
APP0000224,2026-06-08,AG0002,LOC001,P3,52400.0,Rejected,0,0.0
APP0000225,2026-06-08,AG0002,LOC001,P3,33500.0,Rejected,0,0.0
APP0000226,2026-06-08,AG0002,LOC001,P3,48400.0,Rejected,0,0.0
APP0000227,2026-06-09,AG0002,LOC001,P1,11600.0,Approved,1,9300.0
APP0000228,2026-06-09,AG0002,LOC001,P3,48800.0,Approved,1,38700.0
APP0000229,2026-06-10,AG0002,LOC001,P3,35700.0,Approved,1,25800.0
APP0000230,2026-06-10,AG0002,LOC001,P3,30300.0,Rejected,0,0.0
APP0000231,2026-06-11,AG0002,LOC001,P3,58700.0,Approved,1,44200.0
APP0000232,2026-06-11,AG0002,LOC001,P3,48900.0,Approved,1,46900.0
APP0000233,2026-06-11,AG0002,LOC001,P1,19900.0,Approved,1,14100.0
APP0000234,2026-06-11,AG0002,LOC001,P3,33700.0,Rejected,0,0.0
APP0000235,2026-06-12,AG0002,LOC001,P3,54500.0,Approved,1,50600.0
APP0000236,2026-06-13,AG0002,LOC001,P2,38600.0,Approved,1,35700.0
APP0000237,2026-06-13,AG0002,LOC001,P2,24200.0,Approved,1,19300.0
APP0000238,2026-06-13,AG0002,LOC001,P2,36500.0,Rejected,0,0.0
APP0000239,2026-06-13,AG0002,LOC001,P3,43200.0,Rejected,0,0.0
APP0000240,2026-06-13,AG0002,LOC001,P3,48900.0,Rejected,0,0.0
APP0000241,2026-06-14,AG0002,LOC001,P3,36400.0,Approved,1,31100.0
APP0000242,2026-06-18,AG0002,LOC001,P3,33100.0,Rejected,0,0.0
APP0000243,2026-06-18,AG0002,LOC001,P3,32600.0,Approved,1,26200.0
APP0000244,2026-06-19,AG0002,LOC001,P4,26600.0,Approved,0,0.0
APP0000245,2026-06-19,AG0002,LOC001,P3,26600.0,Approved,1,19000.0
APP0000246,2026-06-21,AG0002,LOC001,P3,27900.0,Approved,1,25900.0
APP0000247,2026-06-22,AG0002,LOC001,P4,15900.0,Rejected,0,0.0
APP0000248,2026-06-23,AG0002,LOC001,P3,39900.0,Approved,1,29100.0
APP0000249,2026-06-23,AG0002,LOC001,P3,37100.0,Rejected,0,0.0
APP0000250,2026-06-23,AG0002,LOC001,P2,31300.0,Approved,1,26000.0
APP0000251,2026-06-24,AG0002,LOC001,P3,98400.0,Approved,1,91200.0
APP0000252,2026-06-25,AG0002,LOC001,P3,44000.0,Rejected,0,0.0
APP0000253,2026-06-25,AG0002,LOC001,P3,28600.0,Approved,0,0.0
APP0000254,2026-06-26,AG0002,LOC001,P3,38000.0,Approved,1,29900.0
APP0000255,2026-06-28,AG0002,LOC001,P2,35000.0,Approved,1,31900.0
APP0000256,2026-06-29,AG0002,LOC001,P3,63100.0,Approved,0,0.0
APP0000257,2026-06-29,AG0002,LOC001,P3,80000.0,Approved,1,77200.0
APP0000258,2026-06-29,AG0002,LOC001,P2,21800.0,Approved,1,20600.0
APP0000259,2026-03-05,AG0003,LOC002,P3,65700.0,Rejected,0,0.0
APP0000260,2026-03-11,AG0003,LOC002,P3,82800.0,Rejected,0,0.0
APP0000261,2026-03-12,AG0003,LOC002,P3,64100.0,Rejected,0,0.0
APP0000262,2026-03-15,AG0003,LOC002,P3,36700.0,Rejected,0,0.0
APP0000263,2026-03-15,AG0003,LOC002,P3,52500.0,Approved,1,36900.0
APP0000264,2026-03-16,AG0003,LOC002,P4,35200.0,Rejected,0,0.0
APP0000265,2026-03-17,AG0003,LOC002,P3,37700.0,Approved,1,28000.0
APP0000266,2026-03-17,AG0003,LOC002,P3,65800.0,Rejected,0,0.0
APP0000267,2026-03-19,AG0003,LOC002,P2,33900.0,Approved,1,29100.0
APP0000268,2026-03-19,AG0003,LOC002,P3,55200.0,Rejected,0,0.0
APP0000269,2026-03-20,AG0003,LOC002,P3,44500.0,Approved,1,32900.0
APP0000270,2026-03-21,AG0003,LOC002,P3,30800.0,Rejected,0,0.0
APP0000271,2026-03-22,AG0003,LOC002,P3,59200.0,Approved,1,48600.0
APP0000272,2026-03-24,AG0003,LOC002,P3,52100.0,Rejected,0,0.0
APP0000273,2026-03-25,AG0003,LOC002,P4,20100.0,Approved,1,16000.0
APP0000274,2026-03-27,AG0003,LOC002,P2,37900.0,Approved,1,30400.0
APP0000275,2026-03-28,AG0003,LOC002,P3,36700.0,Approved,0,0.0
APP0000276,2026-03-28,AG0003,LOC002,P3,40800.0,Rejected,0,0.0
APP0000277,2026-03-29,AG0003,LOC002,P3,86800.0,Rejected,0,0.0
APP0000278,2026-04-01,AG0003,LOC002,P3,31200.0,Approved,1,27000.0
APP0000279,2026-04-01,AG0003,LOC002,P4,22800.0,Rejected,0,0.0
APP0000280,2026-04-01,AG0003,LOC002,P3,37900.0,Rejected,0,0.0
APP0000281,2026-04-02,AG0003,LOC002,P3,57700.0,Rejected,0,0.0
APP0000282,2026-04-02,AG0003,LOC002,P3,39600.0,Rejected,0,0.0
APP0000283,2026-04-04,AG0003,LOC002,P3,47100.0,Rejected,0,0.0
APP0000284,2026-04-04,AG0003,LOC002,P3,30600.0,Rejected,0,0.0
APP0000285,2026-04-05,AG0003,LOC002,P3,43200.0,Rejected,0,0.0
APP0000286,2026-04-05,AG0003,LOC002,P1,12800.0,Approved,1,11600.0
APP0000287,2026-04-06,AG0003,LOC002,P4,22200.0,Rejected,0,0.0
APP0000288,2026-04-06,AG0003,LOC002,P4,16000.0,Approved,1,14900.0
APP0000289,2026-04-07,AG0003,LOC002,P3,39500.0,Approved,1,37600.0
APP0000290,2026-04-07,AG0003,LOC002,P3,63400.0,Approved,0,0.0
APP0000291,2026-04-09,AG0003,LOC002,P3,32300.0,Rejected,0,0.0
APP0000292,2026-04-09,AG0003,LOC002,P2,41900.0,Rejected,0,0.0
APP0000293,2026-04-11,AG0003,LOC002,P3,92700.0,Approved,1,88900.0
APP0000294,2026-04-12,AG0003,LOC002,P3,66000.0,Rejected,0,0.0
APP0000295,2026-04-13,AG0003,LOC002,P3,61400.0,Rejected,0,0.0
APP0000296,2026-04-13,AG0003,LOC002,P3,71200.0,Rejected,0,0.0
APP0000297,2026-04-13,AG0003,LOC002,P3,65700.0,Rejected,0,0.0
APP0000298,2026-04-14,AG0003,LOC002,P3,40800.0,Approved,1,31700.0
APP0000299,2026-04-14,AG0003,LOC002,P3,63900.0,Approved,1,59900.0
APP0000300,2026-04-15,AG0003,LOC002,P3,31300.0,Rejected,0,0.0
APP0000301,2026-04-15,AG0003,LOC002,P3,27600.0,Approved,1,26500.0
APP0000302,2026-04-15,AG0003,LOC002,P3,43000.0,Rejected,0,0.0
APP0000303,2026-04-15,AG0003,LOC002,P3,40500.0,Approved,1,34400.0
APP0000304,2026-04-16,AG0003,LOC002,P2,23200.0,Approved,1,18500.0
APP0000305,2026-04-16,AG0003,LOC002,P2,18700.0,Rejected,0,0.0
APP0000306,2026-04-17,AG0003,LOC002,P2,20100.0,Approved,1,16800.0
APP0000307,2026-04-17,AG0003,LOC002,P3,33800.0,Rejected,0,0.0
APP0000308,2026-04-18,AG0003,LOC002,P2,24700.0,Approved,1,18900.0
APP0000309,2026-04-18,AG0003,LOC002,P4,34600.0,Approved,1,24500.0
APP0000310,2026-04-18,AG0003,LOC002,P3,55200.0,Approved,0,0.0
APP0000311,2026-04-18,AG0003,LOC002,P3,29000.0,Approved,1,27800.0
APP0000312,2026-04-19,AG0003,LOC002,P3,60600.0,Approved,1,45300.0
APP0000313,2026-04-20,AG0003,LOC002,P2,34200.0,Rejected,0,0.0
APP0000314,2026-04-20,AG0003,LOC002,P3,28200.0,Approved,1,20800.0
APP0000315,2026-04-21,AG0003,LOC002,P3,34000.0,Rejected,0,0.0
APP0000316,2026-04-21,AG0003,LOC002,P3,44200.0,Approved,1,34600.0
APP0000317,2026-04-23,AG0003,LOC002,P3,24200.0,Approved,1,19500.0
APP0000318,2026-04-24,AG0003,LOC002,P1,30100.0,Approved,1,24900.0
APP0000319,2026-04-24,AG0003,LOC002,P3,34400.0,Approved,0,0.0
APP0000320,2026-04-25,AG0003,LOC002,P3,50800.0,Approved,1,42300.0
APP0000321,2026-04-25,AG0003,LOC002,P2,23500.0,Rejected,0,0.0
APP0000322,2026-04-26,AG0003,LOC002,P3,80600.0,Rejected,0,0.0
APP0000323,2026-04-26,AG0003,LOC002,P3,35900.0,Rejected,0,0.0
APP0000324,2026-04-26,AG0003,LOC002,P3,26800.0,Approved,1,26600.0
APP0000325,2026-04-26,AG0003,LOC002,P3,45800.0,Rejected,0,0.0
APP0000326,2026-04-26,AG0003,LOC002,P3,49200.0,Approved,1,37200.0
APP0000327,2026-04-26,AG0003,LOC002,P3,50800.0,Approved,1,46500.0
APP0000328,2026-04-26,AG0003,LOC002,P4,25000.0,Rejected,0,0.0
APP0000329,2026-04-26,AG0003,LOC002,P2,36800.0,Approved,1,31400.0
APP0000330,2026-04-27,AG0003,LOC002,P3,53400.0,Rejected,0,0.0
APP0000331,2026-04-27,AG0003,LOC002,P3,54900.0,Rejected,0,0.0
