month,location_id,disbursement_target_egp
2026-01,LOC077,560000.0
2026-01,LOC078,1820000.0
2026-01,LOC079,2260000.0
2026-01,LOC080,1120000.0
2026-01,LOC081,1890000.0
2026-01,LOC082,1210000.0
2026-01,LOC083,2540000.0
2026-01,LOC084,570000.0
2026-01,LOC085,520000.0
2026-01,LOC086,2750000.0
2026-01,LOC087,1670000.0
2026-01,LOC088,5170000.0
2026-01,LOC089,690000.0
2026-01,LOC090,500000.0
2026-01,LOC091,3590000.0
2026-01,LOC092,2270000.0
2026-01,LOC093,2080000.0
2026-01,LOC094,2240000.0
2026-01,LOC095,2020000.0
2026-01,LOC096,2330000.0
2026-01,LOC097,900000.0
2026-01,LOC098,820000.0
2026-01,LOC099,660000.0
2026-01,LOC100,2060000.0
2026-01,LOC101,1040000.0
2026-01,LOC102,1480000.0
2026-01,LOC103,500000.0
2026-01,LOC104,240000.0
2026-01,LOC105,830000.0
2026-01,LOC106,1750000.0
2026-01,LOC107,5690000.0
2026-01,LOC108,2790000.0
2026-01,LOC109,1570000.0
2026-01,LOC110,510000.0
2026-01,LOC111,1130000.0
2026-01,LOC112,2340000.0
2026-01,LOC113,1630000.0
2026-01,LOC114,600000.0
2026-01,LOC115,720000.0
2026-01,LOC116,2620000.0
2026-01,LOC117,1140000.0
2026-01,LOC118,790000.0
2026-01,LOC119,1520000.0
2026-01,LOC120,410000.0
2026-01,LOC121,1760000.0
2026-01,LOC122,580000.0
2026-01,LOC123,690000.0
2026-01,LOC124,790000.0
2026-01,LOC125,520000.0
2026-01,LOC126,990000.0
2026-01,LOC127,540000.0
2026-01,LOC128,1140000.0
2026-01,LOC129,4510000.0
2026-01,LOC130,1570000.0
2026-01,LOC131,1330000.0
2026-01,LOC132,840000.0
2026-01,LOC133,920000.0
2026-01,LOC134,1500000.0
2026-01,LOC135,1340000.0
2026-01,LOC136,520000.0
2026-01,LOC137,1150000.0
2026-01,LOC138,320000.0
2026-01,LOC139,310000.0
2026-01,LOC140,2360000.0
2026-01,LOC141,2880000.0
2026-01,LOC142,400000.0
2026-01,LOC143,1900000.0
2026-01,LOC144,1270000.0
2026-01,LOC145,2830000.0
2026-01,LOC146,4850000.0
2026-01,LOC147,3150000.0
2026-01,LOC148,2850000.0
2026-01,LOC149,1760000.0
2026-01,LOC150,630000.0
2026-02,LOC001,1380000.0
2026-02,LOC002,1150000.0
2026-02,LOC003,560000.0
2026-02,LOC004,790000.0
2026-02,LOC005,3040000.0
2026-02,LOC006,250000.0
2026-02,LOC007,290000.0
2026-02,LOC008,420000.0
2026-02,LOC009,2260000.0
2026-02,LOC010,2510000.0
2026-02,LOC011,2230000.0
2026-02,LOC012,2970000.0
2026-02,LOC013,1610000.0
2026-02,LOC014,1800000.0
2026-02,LOC015,3130000.0
2026-02,LOC016,1980000.0
2026-02,LOC017,850000.0
2026-02,LOC018,4200000.0
2026-02,LOC019,1040000.0
2026-02,LOC020,2040000.0
2026-02,LOC021,2650000.0
2026-02,LOC022,450000.0
2026-02,LOC023,200000.0
2026-02,LOC024,800000.0
2026-02,LOC025,280000.0
2026-02,LOC026,1230000.0
2026-02,LOC027,1770000.0
2026-02,LOC028,940000.0
2026-02,LOC029,1310000.0
2026-02,LOC030,260000.0
2026-02,LOC031,550000.0
2026-02,LOC032,390000.0
2026-02,LOC033,860000.0
2026-02,LOC034,1570000.0
2026-02,LOC035,1600000.0
2026-02,LOC036,530000.0
2026-02,LOC037,890000.0
2026-02,LOC038,790000.0
2026-02,LOC039,770000.0
2026-02,LOC040,680000.0
2026-02,LOC041,780000.0
2026-02,LOC042,1450000.0
2026-02,LOC043,1340000.0
2026-02,LOC044,2140000.0
2026-02,LOC045,650000.0
2026-02,LOC046,1080000.0
2026-02,LOC047,1350000.0
2026-02,LOC048,1600000.0
2026-02,LOC049,1100000.0
2026-02,LOC050,470000.0
2026-02,LOC051,1100000.0
2026-02,LOC052,1630000.0
2026-02,LOC053,2110000.0
2026-02,LOC054,290000.0
2026-02,LOC055,450000.0
2026-02,LOC056,1920000.0
2026-02,LOC057,1770000.0
2026-02,LOC058,400000.0
2026-02,LOC059,3490000.0
2026-02,LOC060,1750000.0
2026-02,LOC061,300000.0
2026-02,LOC062,600000.0
2026-02,LOC063,700000.0
2026-02,LOC064,1190000.0
2026-02,LOC065,1340000.0
2026-02,LOC066,2210000.0
2026-02,LOC067,2250000.0
2026-02,LOC068,1160000.0
2026-02,LOC069,2510000.0
2026-02,LOC070,280000.0
2026-02,LOC071,950000.0
2026-02,LOC072,500000.0
2026-02,LOC073,740000.0
2026-02,LOC074,1000000.0
2026-02,LOC075,810000.0
2026-02,LOC076,1770000.0
2026-02,LOC077,680000.0
2026-02,LOC078,1790000.0
2026-02,LOC079,2230000.0
2026-02,LOC080,990000.0
2026-02,LOC081,1260000.0
2026-02,LOC082,910000.0
2026-02,LOC083,2080000.0
2026-02,LOC084,540000.0
2026-02,LOC085,460000.0
2026-02,LOC086,1900000.0
2026-02,LOC087,1130000.0
2026-02,LOC088,4390000.0
2026-02,LOC089,510000.0
2026-02,LOC090,340000.0
2026-02,LOC091,3300000.0
2026-02,LOC092,2440000.0
2026-02,LOC093,2450000.0
2026-02,LOC094,1820000.0
2026-02,LOC095,1770000.0
2026-02,LOC096,2020000.0
2026-02,LOC097,770000.0
2026-02,LOC098,480000.0
2026-02,LOC099,570000.0
2026-02,LOC100,1790000.0
2026-02,LOC101,770000.0
2026-02,LOC102,1040000.0
2026-02,LOC103,530000.0
2026-02,LOC104,260000.0
2026-02,LOC105,560000.0
2026-02,LOC106,1430000.0
2026-02,LOC107,4540000.0
2026-02,LOC108,2270000.0
2026-02,LOC109,1450000.0
2026-02,LOC110,450000.0
2026-02,LOC111,750000.0
2026-02,LOC112,1940000.0
2026-02,LOC113,1680000.0
2026-02,LOC114,520000.0
2026-02,LOC115,670000.0
2026-02,LOC116,1750000.0
2026-02,LOC117,920000.0
2026-02,LOC118,730000.0
2026-02,LOC119,1360000.0
2026-02,LOC120,330000.0
2026-02,LOC121,1110000.0
2026-02,LOC122,520000.0
2026-02,LOC123,450000.0
2026-02,LOC124,870000.0
2026-02,LOC125,430000.0
2026-02,LOC126,810000.0
2026-02,LOC127,460000.0
2026-02,LOC128,1110000.0
2026-02,LOC129,4440000.0
2026-02,LOC130,1070000.0
2026-02,LOC131,1000000.0
2026-02,LOC132,750000.0
2026-02,LOC133,850000.0
2026-02,LOC134,1150000.0
2026-02,LOC135,1040000.0
2026-02,LOC136,470000.0
2026-02,LOC137,800000.0
2026-02,LOC138,250000.0
2026-02,LOC139,230000.0
2026-02,LOC140,2030000.0
2026-02,LOC141,2910000.0
2026-02,LOC142,300000.0
2026-02,LOC143,1790000.0
2026-02,LOC144,820000.0
2026-02,LOC145,2440000.0
2026-02,LOC146,5140000.0
2026-02,LOC147,2540000.0
2026-02,LOC148,2460000.0
2026-02,LOC149,1610000.0
2026-02,LOC150,560000.0
2026-03,LOC001,1450000.0
2026-03,LOC002,880000.0
2026-03,LOC003,430000.0
2026-03,LOC004,900000.0
2026-03,LOC005,3210000.0
2026-03,LOC006,310000.0
2026-03,LOC007,350000.0
2026-03,LOC008,330000.0
2026-03,LOC009,1870000.0
2026-03,LOC010,2620000.0
2026-03,LOC011,2310000.0
2026-03,LOC012,3030000.0
2026-03,LOC013,1330000.0
2026-03,LOC014,1480000.0
2026-03,LOC015,3210000.0
2026-03,LOC016,1580000.0
2026-03,LOC017,790000.0
2026-03,LOC018,4680000.0
2026-03,LOC019,1340000.0
2026-03,LOC020,1890000.0
2026-03,LOC021,2200000.0
2026-03,LOC022,540000.0
2026-03,LOC023,250000.0
2026-03,LOC024,850000.0
2026-03,LOC025,320000.0
2026-03,LOC026,890000.0
2026-03,LOC027,1820000.0
2026-03,LOC028,850000.0
2026-03,LOC029,1190000.0
2026-03,LOC030,260000.0
2026-03,LOC031,610000.0
2026-03,LOC032,500000.0
2026-03,LOC033,510000.0
2026-03,LOC034,1470000.0
2026-03,LOC035,1380000.0
2026-03,LOC036,590000.0
2026-03,LOC037,1060000.0
2026-03,LOC038,1060000.0
2026-03,LOC039,740000.0
2026-03,LOC040,800000.0
2026-03,LOC041,620000.0
2026-03,LOC042,1410000.0
2026-03,LOC043,1210000.0
2026-03,LOC044,2380000.0
2026-03,LOC045,730000.0
2026-03,LOC046,1150000.0
2026-03,LOC047,1470000.0
2026-03,LOC048,1800000.0
2026-03,LOC049,940000.0
2026-03,LOC050,500000.0
2026-03,LOC051,1350000.0
2026-03,LOC052,1810000.0
2026-03,LOC053,1860000.0
2026-03,LOC054,330000.0
2026-03,LOC055,380000.0
2026-03,LOC056,1030000.0
2026-03,LOC057,1660000.0
2026-03,LOC058,430000.0
2026-03,LOC059,2520000.0
2026-03,LOC060,1710000.0
2026-03,LOC061,330000.0
2026-03,LOC062,700000.0
2026-03,LOC063,640000.0
2026-03,LOC064,2060000.0
2026-03,LOC065,1330000.0
2026-03,LOC066,2700000.0
2026-03,LOC067,2160000.0
2026-03,LOC068,1040000.0
2026-03,LOC069,2600000.0
2026-03,LOC070,370000.0
2026-03,LOC071,980000.0
2026-03,LOC072,540000.0
2026-03,LOC073,870000.0
2026-03,LOC074,1150000.0
2026-03,LOC075,800000.0
2026-03,LOC076,2000000.0
2026-03,LOC077,660000.0
2026-03,LOC078,1670000.0
2026-03,LOC079,2330000.0
2026-03,LOC080,1180000.0
2026-03,LOC081,1710000.0
2026-03,LOC082,1150000.0
2026-03,LOC083,1990000.0
2026-03,LOC084,400000.0
2026-03,LOC085,400000.0
2026-03,LOC086,2290000.0
2026-03,LOC087,1520000.0
2026-03,LOC088,4040000.0
2026-03,LOC089,580000.0
2026-03,LOC090,450000.0
2026-03,LOC091,3360000.0
2026-03,LOC092,2200000.0
2026-03,LOC093,2200000.0
2026-03,LOC094,1870000.0
2026-03,LOC095,1930000.0
2026-03,LOC096,1710000.0
2026-03,LOC097,730000.0
2026-03,LOC098,700000.0
2026-03,LOC099,620000.0
2026-03,LOC100,1600000.0
2026-03,LOC101,850000.0
2026-03,LOC102,1430000.0
2026-03,LOC103,540000.0
2026-03,LOC104,310000.0
2026-03,LOC105,780000.0
2026-03,LOC106,1350000.0
2026-03,LOC107,6640000.0
2026-03,LOC108,2800000.0
2026-03,LOC109,940000.0
2026-03,LOC110,390000.0
2026-03,LOC111,1150000.0
2026-03,LOC112,2670000.0
2026-03,LOC113,1410000.0
2026-03,LOC114,560000.0
2026-03,LOC115,520000.0
2026-03,LOC116,2280000.0
2026-03,LOC117,890000.0
2026-03,LOC118,810000.0
2026-03,LOC119,1170000.0
2026-03,LOC120,300000.0
2026-03,LOC121,1440000.0
2026-03,LOC122,570000.0
2026-03,LOC123,560000.0
2026-03,LOC124,930000.0
2026-03,LOC125,410000.0
2026-03,LOC126,660000.0
2026-03,LOC127,580000.0
2026-03,LOC128,900000.0
2026-03,LOC129,4210000.0
2026-03,LOC130,1100000.0
2026-03,LOC131,1000000.0
2026-03,LOC132,720000.0
2026-03,LOC133,960000.0
2026-03,LOC134,1140000.0
2026-03,LOC135,970000.0
2026-03,LOC136,610000.0
2026-03,LOC137,1010000.0
2026-03,LOC138,260000.0
2026-03,LOC139,290000.0
2026-03,LOC140,2230000.0
2026-03,LOC141,3170000.0
2026-03,LOC142,320000.0
2026-03,LOC143,1550000.0
2026-03,LOC144,1090000.0
2026-03,LOC145,2270000.0
2026-03,LOC146,5290000.0
2026-03,LOC147,3000000.0
2026-03,LOC148,2320000.0
2026-03,LOC149,1870000.0
2026-03,LOC150,670000.0
2026-04,LOC001,1750000.0
2026-04,LOC002,1150000.0
2026-04,LOC003,540000.0
2026-04,LOC004,1020000.0
2026-04,LOC005,3480000.0
2026-04,LOC006,360000.0
2026-04,LOC007,330000.0
2026-04,LOC008,490000.0
2026-04,LOC009,2270000.0
2026-04,LOC010,3400000.0
2026-04,LOC011,2880000.0
2026-04,LOC012,3730000.0
2026-04,LOC013,1650000.0
2026-04,LOC014,2320000.0
2026-04,LOC015,4010000.0
2026-04,LOC016,2160000.0
2026-04,LOC017,1030000.0
2026-04,LOC018,6200000.0
2026-04,LOC019,1210000.0
2026-04,LOC020,2140000.0
2026-04,LOC021,3280000.0
2026-04,LOC022,730000.0
2026-04,LOC023,300000.0
2026-04,LOC024,1020000.0
2026-04,LOC025,360000.0
2026-04,LOC026,1230000.0
2026-04,LOC027,2810000.0
2026-04,LOC028,1070000.0
2026-04,LOC029,1580000.0
2026-04,LOC030,300000.0
2026-04,LOC031,650000.0
2026-04,LOC032,660000.0
2026-04,LOC033,910000.0
2026-04,LOC034,1950000.0
2026-04,LOC035,1980000.0
2026-04,LOC036,800000.0
2026-04,LOC037,1470000.0
2026-04,LOC038,1190000.0
2026-04,LOC039,960000.0
2026-04,LOC040,790000.0
2026-04,LOC041,970000.0
2026-04,LOC042,1770000.0
2026-04,LOC043,1830000.0
2026-04,LOC044,2870000.0
2026-04,LOC045,920000.0
2026-04,LOC046,780000.0
2026-04,LOC047,1620000.0
2026-04,LOC048,2470000.0
2026-04,LOC049,1040000.0
2026-04,LOC050,740000.0
2026-04,LOC051,1560000.0
2026-04,LOC052,2240000.0
2026-04,LOC053,2330000.0
2026-04,LOC054,480000.0
2026-04,LOC055,570000.0
2026-04,LOC056,2330000.0
2026-04,LOC057,2370000.0
2026-04,LOC058,450000.0
2026-04,LOC059,3330000.0
2026-04,LOC060,2570000.0
2026-04,LOC061,380000.0
2026-04,LOC062,870000.0
2026-04,LOC063,810000.0
2026-04,LOC064,2000000.0
2026-04,LOC065,1730000.0
2026-04,LOC066,2570000.0
2026-04,LOC067,2760000.0
2026-04,LOC068,1320000.0
2026-04,LOC069,3960000.0
2026-04,LOC070,380000.0
2026-04,LOC071,1390000.0
2026-04,LOC072,620000.0
2026-04,LOC073,1000000.0
2026-04,LOC074,1110000.0
2026-04,LOC075,910000.0
2026-04,LOC076,2110000.0
2026-04,LOC077,880000.0
2026-04,LOC078,2000000.0
2026-04,LOC079,2280000.0
2026-04,LOC080,1250000.0
2026-04,LOC081,2340000.0
2026-04,LOC082,1200000.0
2026-04,LOC083,2640000.0
2026-04,LOC084,470000.0
2026-04,LOC085,580000.0
2026-04,LOC086,2510000.0
2026-04,LOC087,1790000.0
2026-04,LOC088,5470000.0
2026-04,LOC089,610000.0
2026-04,LOC090,430000.0
2026-04,LOC091,3660000.0
2026-04,LOC092,2760000.0
2026-04,LOC093,2790000.0
2026-04,LOC094,2270000.0
2026-04,LOC095,2260000.0
2026-04,LOC096,2580000.0
2026-04,LOC097,860000.0
2026-04,LOC098,810000.0
2026-04,LOC099,760000.0
2026-04,LOC100,1910000.0
2026-04,LOC101,1140000.0
2026-04,LOC102,1950000.0
2026-04,LOC103,690000.0
2026-04,LOC104,270000.0
2026-04,LOC105,840000.0
2026-04,LOC106,1930000.0
2026-04,LOC107,5450000.0
2026-04,LOC108,2960000.0
2026-04,LOC109,1620000.0
2026-04,LOC110,530000.0
2026-04,LOC111,1140000.0
2026-04,LOC112,2450000.0
2026-04,LOC113,1690000.0
2026-04,LOC114,660000.0
2026-04,LOC115,850000.0
2026-04,LOC116,2230000.0
2026-04,LOC117,1190000.0
2026-04,LOC118,1100000.0
2026-04,LOC119,2030000.0
2026-04,LOC120,480000.0
2026-04,LOC121,1350000.0
2026-04,LOC122,460000.0
2026-04,LOC123,700000.0
2026-04,LOC124,1070000.0
2026-04,LOC125,430000.0
2026-04,LOC126,1240000.0
2026-04,LOC127,610000.0
2026-04,LOC128,1250000.0
2026-04,LOC129,4600000.0
2026-04,LOC130,1250000.0
2026-04,LOC131,1120000.0
2026-04,LOC132,730000.0
2026-04,LOC133,780000.0
2026-04,LOC134,1320000.0
2026-04,LOC135,1490000.0
2026-04,LOC136,650000.0
2026-04,LOC137,1050000.0
2026-04,LOC138,340000.0
2026-04,LOC139,320000.0
2026-04,LOC140,2530000.0
2026-04,LOC141,3660000.0
2026-04,LOC142,420000.0
2026-04,LOC143,2450000.0
2026-04,LOC144,1280000.0
2026-04,LOC145,2440000.0
2026-04,LOC146,5510000.0
2026-04,LOC147,3460000.0
2026-04,LOC148,3510000.0
2026-04,LOC149,2050000.0
2026-04,LOC150,790000.0
2026-05,LOC001,1630000.0
2026-05,LOC002,1000000.0
2026-05,LOC003,540000.0
2026-05,LOC004,920000.0
2026-05,LOC005,3150000.0
2026-05,LOC006,410000.0
2026-05,LOC007,310000.0
2026-05,LOC008,530000.0
2026-05,LOC009,2690000.0
2026-05,LOC010,2960000.0
2026-05,LOC011,3120000.0
2026-05,LOC012,3400000.0
2026-05,LOC013,1850000.0
2026-05,LOC014,2290000.0
2026-05,LOC015,3600000.0
2026-05,LOC016,2260000.0
2026-05,LOC017,740000.0
2026-05,LOC018,7770000.0
2026-05,LOC019,1740000.0
2026-05,LOC020,2130000.0
2026-05,LOC021,3200000.0
2026-05,LOC022,760000.0
2026-05,LOC023,250000.0
2026-05,LOC024,910000.0
2026-05,LOC025,400000.0
2026-05,LOC026,1000000.0
2026-05,LOC027,2710000.0
2026-05,LOC028,960000.0
2026-05,LOC029,1430000.0
2026-05,LOC030,350000.0
2026-05,LOC031,770000.0
2026-05,LOC032,590000.0
2026-05,LOC033,770000.0
2026-05,LOC034,2500000.0
2026-05,LOC035,1520000.0
2026-05,LOC036,710000.0
2026-05,LOC037,1090000.0
2026-05,LOC038,1480000.0
2026-05,LOC039,700000.0
2026-05,LOC040,590000.0
2026-05,LOC041,880000.0
2026-05,LOC042,1660000.0
2026-05,LOC043,1580000.0
2026-05,LOC044,2590000.0
2026-05,LOC045,840000.0
2026-05,LOC046,1320000.0
2026-05,LOC047,1730000.0
2026-05,LOC048,2030000.0
2026-05,LOC049,1080000.0
2026-05,LOC050,680000.0
2026-05,LOC051,1250000.0
2026-05,LOC052,1790000.0
2026-05,LOC053,2490000.0
2026-05,LOC054,380000.0
2026-05,LOC055,500000.0
2026-05,LOC056,2020000.0
2026-05,LOC057,2290000.0
2026-05,LOC058,420000.0
2026-05,LOC059,3450000.0
2026-05,LOC060,2340000.0
2026-05,LOC061,430000.0
2026-05,LOC062,870000.0
2026-05,LOC063,980000.0
2026-05,LOC064,2490000.0
2026-05,LOC065,1760000.0
2026-05,LOC066,2860000.0
2026-05,LOC067,2720000.0
2026-05,LOC068,1400000.0
2026-05,LOC069,3130000.0
2026-05,LOC070,310000.0
2026-05,LOC071,1550000.0
2026-05,LOC072,610000.0
2026-05,LOC073,860000.0
2026-05,LOC074,1230000.0
2026-05,LOC075,660000.0
2026-05,LOC076,1950000.0
2026-05,LOC077,780000.0
2026-05,LOC078,1930000.0
2026-05,LOC079,2470000.0
2026-05,LOC080,980000.0
2026-05,LOC081,2220000.0
2026-05,LOC082,1430000.0
2026-05,LOC083,2460000.0
2026-05,LOC084,530000.0
2026-05,LOC085,500000.0
2026-05,LOC086,2340000.0
2026-05,LOC087,1860000.0
2026-05,LOC088,4670000.0
2026-05,LOC089,530000.0
2026-05,LOC090,510000.0
2026-05,LOC091,4610000.0
2026-05,LOC092,3410000.0
2026-05,LOC093,3000000.0
2026-05,LOC094,2280000.0
2026-05,LOC095,2730000.0
2026-05,LOC096,1860000.0
2026-05,LOC097,690000.0
2026-05,LOC098,890000.0
2026-05,LOC099,700000.0
2026-05,LOC100,1930000.0
2026-05,LOC101,930000.0
2026-05,LOC102,1510000.0
2026-05,LOC103,700000.0
2026-05,LOC104,270000.0
2026-05,LOC105,720000.0
2026-05,LOC106,1240000.0
2026-05,LOC107,5330000.0
2026-05,LOC108,4050000.0
2026-05,LOC109,1200000.0
2026-05,LOC110,550000.0
2026-05,LOC111,1300000.0
2026-05,LOC112,2540000.0
2026-05,LOC113,1830000.0
2026-05,LOC114,510000.0
2026-05,LOC115,890000.0
2026-05,LOC116,2590000.0
2026-05,LOC117,1050000.0
2026-05,LOC118,720000.0
2026-05,LOC119,1760000.0
2026-05,LOC120,430000.0
2026-05,LOC121,1710000.0
2026-05,LOC122,540000.0
2026-05,LOC123,630000.0
2026-05,LOC124,810000.0
2026-05,LOC125,460000.0
2026-05,LOC126,970000.0
2026-05,LOC127,730000.0
2026-05,LOC128,1360000.0
2026-05,LOC129,3830000.0
2026-05,LOC130,1730000.0
2026-05,LOC131,1210000.0
2026-05,LOC132,640000.0
2026-05,LOC133,960000.0
2026-05,LOC134,1390000.0
2026-05,LOC135,1580000.0
2026-05,LOC136,570000.0
2026-05,LOC137,1150000.0
2026-05,LOC138,300000.0
2026-05,LOC139,280000.0
2026-05,LOC140,2360000.0
2026-05,LOC141,2730000.0
2026-05,LOC142,410000.0
2026-05,LOC143,1760000.0
2026-05,LOC144,1100000.0
2026-05,LOC145,3070000.0
2026-05,LOC146,6370000.0
2026-05,LOC147,3210000.0
2026-05,LOC148,2440000.0
2026-05,LOC149,2020000.0
2026-05,LOC150,550000.0
2026-06,LOC001,1440000.0
2026-06,LOC002,1170000.0
2026-06,LOC003,710000.0
2026-06,LOC004,680000.0
2026-06,LOC005,2960000.0
2026-06,LOC006,360000.0
2026-06,LOC007,340000.0
2026-06,LOC008,490000.0
2026-06,LOC009,2590000.0
2026-06,LOC010,3090000.0
2026-06,LOC011,2670000.0
2026-06,LOC012,4520000.0
2026-06,LOC013,1720000.0
2026-06,LOC014,2270000.0
2026-06,LOC015,3790000.0
2026-06,LOC016,2340000.0
2026-06,LOC017,1030000.0
2026-06,LOC018,6670000.0
2026-06,LOC019,1270000.0
2026-06,LOC020,2820000.0
2026-06,LOC021,3000000.0
2026-06,LOC022,620000.0
2026-06,LOC023,270000.0
2026-06,LOC024,860000.0
2026-06,LOC025,360000.0
2026-06,LOC026,1490000.0
2026-06,LOC027,2350000.0
2026-06,LOC028,970000.0
2026-06,LOC029,1850000.0
2026-06,LOC030,310000.0
2026-06,LOC031,780000.0
2026-06,LOC032,710000.0
2026-06,LOC033,900000.0
2026-06,LOC034,2200000.0
2026-06,LOC035,1920000.0
2026-06,LOC036,700000.0
2026-06,LOC037,1370000.0
2026-06,LOC038,1100000.0
2026-06,LOC039,820000.0
2026-06,LOC040,920000.0
2026-06,LOC041,840000.0
2026-06,LOC042,1750000.0
2026-06,LOC043,1430000.0
2026-06,LOC044,2900000.0
2026-06,LOC045,840000.0
2026-06,LOC046,1370000.0
2026-06,LOC047,1590000.0
2026-06,LOC048,1770000.0
2026-06,LOC049,1110000.0
2026-06,LOC050,660000.0
2026-06,LOC051,1090000.0
2026-06,LOC052,2270000.0
2026-06,LOC053,2360000.0
2026-06,LOC054,430000.0
2026-06,LOC055,560000.0
2026-06,LOC056,1580000.0
2026-06,LOC057,2990000.0
2026-06,LOC058,520000.0
2026-06,LOC059,3820000.0
2026-06,LOC060,2720000.0
2026-06,LOC061,340000.0
2026-06,LOC062,950000.0
2026-06,LOC063,1080000.0
2026-06,LOC064,2000000.0
2026-06,LOC065,1760000.0
2026-06,LOC066,2850000.0
2026-06,LOC067,2890000.0
2026-06,LOC068,1410000.0
2026-06,LOC069,3270000.0
2026-06,LOC070,290000.0
2026-06,LOC071,1130000.0
2026-06,LOC072,510000.0
2026-06,LOC073,1000000.0
2026-06,LOC074,1320000.0
2026-06,LOC075,880000.0
2026-06,LOC076,2730000.0
2026-06,LOC077,640000.0
2026-06,LOC078,1920000.0
2026-06,LOC079,2660000.0
2026-06,LOC080,1350000.0
2026-06,LOC081,2130000.0
2026-06,LOC082,1030000.0
2026-06,LOC083,2560000.0
2026-06,LOC084,460000.0
2026-06,LOC085,490000.0
2026-06,LOC086,3000000.0
2026-06,LOC087,1510000.0
2026-06,LOC088,5230000.0
2026-06,LOC089,620000.0
2026-06,LOC090,500000.0
2026-06,LOC091,4520000.0
2026-06,LOC092,2490000.0
2026-06,LOC093,2320000.0
2026-06,LOC094,2590000.0
2026-06,LOC095,2400000.0
2026-06,LOC096,2170000.0
2026-06,LOC097,900000.0
2026-06,LOC098,930000.0
2026-06,LOC099,790000.0
2026-06,LOC100,1990000.0
2026-06,LOC101,860000.0
2026-06,LOC102,1660000.0
2026-06,LOC103,640000.0
2026-06,LOC104,290000.0
2026-06,LOC105,710000.0
2026-06,LOC106,1390000.0
2026-06,LOC107,5990000.0
2026-06,LOC108,3330000.0
2026-06,LOC109,1350000.0
2026-06,LOC110,540000.0
2026-06,LOC111,1340000.0
2026-06,LOC112,2540000.0
2026-06,LOC113,1590000.0
2026-06,LOC114,580000.0
2026-06,LOC115,860000.0
2026-06,LOC116,2790000.0
2026-06,LOC117,1030000.0
2026-06,LOC118,830000.0
2026-06,LOC119,2000000.0
2026-06,LOC120,580000.0
2026-06,LOC121,1690000.0
2026-06,LOC122,530000.0
2026-06,LOC123,580000.0
2026-06,LOC124,750000.0
2026-06,LOC125,490000.0
2026-06,LOC126,970000.0
2026-06,LOC127,570000.0
2026-06,LOC128,1130000.0
2026-06,LOC129,4110000.0
2026-06,LOC130,1330000.0
2026-06,LOC131,1220000.0
2026-06,LOC132,710000.0
2026-06,LOC133,940000.0
2026-06,LOC134,1620000.0
2026-06,LOC135,1150000.0
2026-06,LOC136,660000.0
2026-06,LOC137,980000.0
2026-06,LOC138,320000.0
2026-06,LOC139,310000.0
2026-06,LOC140,2130000.0
2026-06,LOC141,3290000.0
2026-06,LOC142,400000.0
2026-06,LOC143,2420000.0
2026-06,LOC144,1090000.0
2026-06,LOC145,2750000.0
2026-06,LOC146,5990000.0
